"cp","minsplit","minbucket","maxdepth","accuracy","kappa","balanced_accuracy","precision_satisfied","recall_satisfied","f1_satisfied","specificity"
0.002,30,10,4,0.698057644110276,0.380785108893957,0.69103878458498,0.638152342826256,0.646376811594203,0.639460458122474,0.735700757575758
0.005,30,10,4,0.69984335839599,0.38321757084716,0.691895174571805,0.642943305740789,0.642028985507246,0.638892926762103,0.741761363636364
0.01,30,10,4,0.701629072681704,0.387168441972372,0.694069087615283,0.644109972407455,0.646376811594203,0.641552501230189,0.741761363636364
0.02,30,10,4,0.68734335839599,0.35431570933758,0.677336544795784,0.628228754940711,0.615942028985507,0.616712953331946,0.738731060606061
5e-04,40,10,4,0.706986215538847,0.400762480987313,0.701908349802372,0.644919689006646,0.668115942028985,0.653117127080529,0.735700757575758
0.001,40,10,4,0.706986215538847,0.400762480987313,0.701908349802372,0.644919689006646,0.668115942028985,0.653117127080529,0.735700757575758
0.002,40,10,4,0.706986215538847,0.400762480987313,0.701908349802372,0.644919689006646,0.668115942028985,0.653117127080529,0.735700757575758
0.005,40,10,4,0.701629072681704,0.387168441972372,0.694069087615283,0.644109972407455,0.646376811594203,0.641552501230189,0.741761363636364
0.01,40,10,4,0.701629072681704,0.387168441972372,0.694069087615283,0.644109972407455,0.646376811594203,0.641552501230189,0.741761363636364
0.02,40,10,4,0.68734335839599,0.35431570933758,0.677336544795784,0.628228754940711,0.615942028985507,0.616712953331946,0.738731060606061
5e-04,60,10,4,0.680263157894737,0.342744587530501,0.671366518445323,0.622618193210298,0.616123188405797,0.614277206022489,0.726609848484849
0.001,60,10,4,0.680263157894737,0.342744587530501,0.671366518445323,0.622618193210298,0.616123188405797,0.614277206022489,0.726609848484849
0.002,60,10,4,0.680263157894737,0.342744587530501,0.671366518445323,0.622618193210298,0.616123188405797,0.614277206022489,0.726609848484849
0.005,60,10,4,0.67844611528822,0.32935450628071,0.662876729249012,0.629557277144267,0.568840579710145,0.591467229926096,0.756912878787879
0.01,60,10,4,0.678508771929825,0.32567817927961,0.66051342226614,0.633056522996454,0.551992753623188,0.582188300220337,0.769034090909091
0.02,60,10,4,0.680294486215539,0.330057980726822,0.662687335309618,0.634518968361074,0.556340579710145,0.5863641895484,0.769034090909091
5e-04,80,10,4,0.667951127819549,0.316378213241713,0.658487730566535,0.605045093795094,0.59945652173913,0.596925952624724,0.717518939393939
0.001,80,10,4,0.667951127819549,0.316378213241713,0.658487730566535,0.605045093795094,0.59945652173913,0.596925952624724,0.717518939393939
0.002,80,10,4,0.667951127819549,0.316378213241713,0.658487730566535,0.605045093795094,0.59945652173913,0.596925952624724,0.717518939393939
0.005,80,10,4,0.667919799498747,0.304919577996678,0.650195569828722,0.621984177729063,0.543478260869565,0.572157592195406,0.756912878787879
0.01,80,10,4,0.667982456140351,0.301243250995578,0.64783226284585,0.62548342358125,0.526630434782609,0.562878662489646,0.769034090909091
0.02,80,10,4,0.669768170426065,0.30562305244279,0.650006175889328,0.626945868945869,0.530978260869565,0.56705455181771,0.769034090909091
5e-04,40,20,4,0.692825814536341,0.366383677239268,0.683041007905138,0.637499574033899,0.621195652173913,0.624606104501765,0.744886363636364
0.001,40,20,4,0.692825814536341,0.366383677239268,0.683041007905138,0.637499574033899,0.621195652173913,0.624606104501765,0.744886363636364
0.002,40,20,4,0.692825814536341,0.366383677239268,0.683041007905138,0.637499574033899,0.621195652173913,0.624606104501765,0.744886363636364
0.005,40,20,4,0.692825814536341,0.366383677239268,0.683041007905138,0.637499574033899,0.621195652173913,0.624606104501765,0.744886363636364
0.01,40,20,4,0.691040100250627,0.361741505659936,0.680638586956522,0.633880526414851,0.616485507246377,0.621352136247797,0.744791666666667
0.02,40,20,4,0.678477443609023,0.329599065247315,0.662399127140975,0.636347245118143,0.564855072463768,0.591116617300828,0.759943181818182
5e-04,60,20,4,0.676691729323308,0.332229894866774,0.665270915678524,0.625653840483562,0.594746376811594,0.602496180290298,0.735795454545455
0.001,60,20,4,0.676691729323308,0.332229894866774,0.665270915678524,0.625653840483562,0.594746376811594,0.602496180290298,0.735795454545455
0.002,60,20,4,0.676691729323308,0.332229894866774,0.665270915678524,0.625653840483562,0.594746376811594,0.602496180290298,0.735795454545455
0.005,60,20,4,0.680231829573935,0.333563859248905,0.664620388669302,0.636788294265074,0.569202898550725,0.594167194594024,0.760037878787879
0.01,60,20,4,0.682080200501253,0.334666504768713,0.664861248353096,0.640287540117262,0.560688405797101,0.58996762996763,0.769034090909091
0.02,60,20,4,0.680294486215539,0.330087732531172,0.662028573781291,0.638987197758096,0.551992753623188,0.587134296634297,0.772064393939394
5e-04,80,20,4,0.662593984962406,0.303688373139211,0.6519659914361,0.599412010418202,0.586413043478261,0.586890958638565,0.717518939393939
0.001,80,20,4,0.662593984962406,0.303688373139211,0.6519659914361,0.599412010418202,0.586413043478261,0.586890958638565,0.717518939393939
0.002,80,20,4,0.662593984962406,0.303688373139211,0.6519659914361,0.599412010418202,0.586413043478261,0.586890958638565,0.717518939393939
0.005,80,20,4,0.667919799498747,0.306953783526097,0.651513092885376,0.620546464199715,0.552173913043478,0.576603588609365,0.750852272727273
0.01,80,20,4,0.667982456140351,0.303277456524997,0.649149785902503,0.624045710051902,0.535326086956522,0.567324658903606,0.762973484848485
0.02,80,20,4,0.666196741854637,0.298698684287456,0.646317111330698,0.622745367692736,0.526630434782609,0.564491325570273,0.766003787878788
5e-04,60,30,4,0.675,0.329236918616722,0.663282279314888,0.627565568224512,0.590579710144927,0.601830100464621,0.735984848484848
0.001,60,30,4,0.675,0.329236918616722,0.663282279314888,0.627565568224512,0.590579710144927,0.601830100464621,0.735984848484848
0.002,60,30,4,0.675,0.329236918616722,0.663282279314888,0.627565568224512,0.590579710144927,0.601830100464621,0.735984848484848
0.005,60,30,4,0.678540100250627,0.330545388490045,0.662631752305665,0.639903230562174,0.565036231884058,0.592936223667931,0.760227272727273
